customer_id,age,gender,annual_income,spending_score,purchase_frequency,avg_transaction_value,product_category,tenure_months,online_engagement_score,returns_ratio
303,31,Female,82185.20404445847,13,14,327.3408370087157,Sports,10,10.0,0.463704050055902
304,38,Female,30759.280569962288,61,13,276.44587141003484,Electronics,16,76.0,0.48190230697963865
305,37,Male,83431.61053765021,49,3,380.71585468189187,Clothing,58,36.0,0.09204772943345281
306,25,Other,100567.14384460478,46,6,390.3820435877268,Electronics,29,85.0,0.21993071242753573
307,24,Female,77496.68876538263,62,29,391.5017426607536,Beauty,6,49.0,0.224011896619099
308,20,Male,16860.38710600654,8,8,210.6285187843198,Home,16,70.0,0.09084626636165102
309,34,Female,81271.31438772037,43,12,141.6785313201277,Beauty,20,49.0,0.4790721030307143
310,50,Female,104922.57931872024,20,13,205.74462532520906,Home,71,3.0,0.42433699700125393
311,29,Male,53939.367180039415,97,11,306.29132926345403,Sports,43,74.0,0.11422907177822084
312,39,Other,59305.9335994022,90,12,262.73271562656845,Clothing,26,5.0,0.22003314515627942
313,39,Other,36230.26556147136,39,1,233.48152118585224,Sports,71,90.0,0.06348301491390852
314,63,Male,66241.58837639338,85,17,294.8385119043948,Home,33,61.0,0.37692395825582636
315,47,Other,85383.54365086259,49,16,132.33559346613862,Home,26,85.0,0.0728231547291718
316,55,Male,73954.74256298908,64,11,261.2935438953233,Home,45,90.0,0.5915605011749506
317,55,Male,122839.33954575597,62,13,339.4766115878302,Electronics,63,26.0,0.4684092448127174
318,62,Male,60660.540859315945,54,18,293.9452515646583,Clothing,67,72.0,0.23414312975039703
319,25,Other,27386.532651694713,9,11,305.3447857466983,Sports,52,5.0,0.34713835936761267
320,44,Male,63419.41943136438,88,28,377.78982319620116,Sports,68,,0.5468050897298452
321,44,Female,11670.964695750206,37,12,244.70853721010664,Beauty,26,16.0,0.3324595682374957
322,51,Other,49337.92150270973,49,6,197.75266709197308,Home,2,1.0,0.1046990918387731
323,38,Other,92487.64117200424,41,9,345.16120341320334,Home,14,16.0,0.22722201334869557
324,47,Other,66502.67297263542,17,16,343.68965048271417,Home,30,37.0,0.5058869190178472
325,50,Other,63588.33625662538,88,4,294.66333398046373,Sports,49,3.0,0.3865278095937707
326,45,Female,96415.60753430713,21,3,237.17031995340415,Beauty,12,52.0,0.39043463060028016
327,64,Other,54588.0021667326,51,28,250.1103720806388,Electronics,44,47.0,0.5200928914130934
328,50,Other,,59,16,147.85816382951307,Clothing,33,95.0,0.5363838344775028
329,22,Male,62586.139503326805,39,24,339.0357224165762,Electronics,13,13.0,0.5518755430676617
330,36,Other,67600.94926918052,55,27,336.2121047623315,Sports,26,80.0,0.05690951595189366
331,21,Female,35653.90288273974,41,26,145.0653799626573,Home,21,55.0,0.3264756011778605
332,52,Female,50359.06410343566,39,25,319.4105667124909,Clothing,28,21.0,0.4443057127309911
333,34,Female,32049.63534312253,13,12,282.3281324007207,Sports,48,66.0,0.45415610707620824
334,61,Female,58095.0984354931,64,11,168.24207116873626,Sports,40,54.0,0.36402972118200233
335,45,Other,67808.04687832533,11,5,153.51998391420244,Sports,66,27.0,0.1000724011102045
336,47,Other,37799.237898170955,19,25,279.8794615521378,Clothing,23,38.0,0.47845233236499857
337,46,Female,,11,18,218.18367088744657,Clothing,48,90.0,0.4320668001089674
338,63,Female,65562.12038183921,77,19,395.5959080439736,Beauty,2,58.0,0.05168146292942177
339,23,Other,61155.911711704386,46,23,326.2078715719125,Beauty,20,62.0,0.27828589480462573
340,52,Female,75393.1550269125,45,23,287.8954509385782,Electronics,59,46.0,0.10438643971308215
341,58,Male,43421.43838268156,1,6,291.8463203201915,Clothing,46,89.0,0.20248622742778313
342,54,Female,63269.549583349064,40,22,356.46937442937343,Clothing,3,11.0,0.01084865532341126
343,41,Female,45662.67559284818,19,18,317.72144733818703,Clothing,55,72.0,0.24019792104645493
344,46,Male,91173.59820177965,76,26,289.9813150796818,Beauty,12,8.0,0.32992615269372627
345,63,Male,38827.213012058375,72,6,171.5791058961992,Sports,40,97.0,0.37174955569625207
346,48,Other,61263.30918614347,72,4,494.9557572324975,Home,66,71.0,0.39809420707722604
347,52,Other,66586.3157030355,61,12,161.74537941534135,Beauty,16,64.0,0.501774787861476
348,50,Male,67896.51488815402,12,19,224.99658103198684,Clothing,34,21.0,0.129277744365438
349,38,Male,193501.18615337342,61,29,117.6217378872002,Beauty,44,72.0,0.07228909346308077
350,49,Other,42089.81195709804,33,27,293.103852701541,Electronics,6,63.0,0.5109223031387554
351,40,Female,48664.09653907802,45,29,262.0888349827846,Clothing,64,85.0,0.09396768893558993
352,50,Male,70566.50868420565,90,2,311.2221150691808,Electronics,22,64.0,0.5848560488017172
353,20,Other,57123.084581760726,92,17,110.87474951164529,Clothing,18,20.0,0.5055229376391822
354,35,Female,75924.17616905044,69,11,339.03245339047453,Beauty,12,8.0,0.3005259635337595
355,42,Male,69540.07438790146,8,11,185.40516788243085,Sports,52,58.0,0.5888528549532152
356,59,Female,14461.746038007854,25,21,238.07958405089076,Home,51,46.0,0.05842603746480252
357,48,Other,64949.95593674422,91,16,324.5257014944852,Electronics,71,31.0,0.181839456705061
358,20,Male,105009.0953563254,46,2,270.901334730552,Beauty,48,93.0,0.38293464902436686
359,57,Female,86505.38102076662,87,2,276.55540453334913,Sports,19,9.0,0.21000412108390723
360,63,Male,68440.26321413937,30,23,313.93430559243194,Beauty,6,15.0,0.557023531188475
361,41,Female,38812.157390601125,47,8,284.30325119509797,Electronics,27,94.0,0.03937565290669054
362,49,Other,69551.07432251293,87,13,222.71136779610262,Home,53,26.0,0.3296470992365787
363,64,Other,,49,10,236.68246974118168,Beauty,48,10.0,0.3545197604370687
364,39,Male,54925.06638344832,47,8,266.9502942921458,Clothing,7,29.0,0.3916368742663345
365,40,Female,66334.84117608875,84,4,178.3555125162932,Sports,59,80.0,0.15339973399908866
366,19,Male,90193.2491679208,82,15,329.6806927510936,Beauty,69,36.0,0.21873985651191866
367,44,Male,42854.511605165484,18,1,273.0923144645987,Sports,11,84.0,0.5062083177989866
368,59,Female,38834.007900817465,66,11,255.9821014337575,Clothing,15,37.0,0.1169656613820959
369,19,Female,73853.98651988426,68,7,345.39972472251765,Home,64,86.0,0.4961207083040172
370,43,Female,69150.85272396161,94,17,240.39090854309043,Home,3,71.0,0.33759325374164545
371,34,Other,,33,27,235.40632022780665,Clothing,69,23.0,0.45731250671644924
372,57,Male,71395.87623807539,36,20,211.22969887968284,Sports,23,41.0,0.4281644197580829
373,50,Male,48644.89873651612,82,24,277.4453607140748,Beauty,53,93.0,0.1245068972309274
374,26,Other,68643.8530293081,19,18,274.67600866652117,Clothing,37,80.0,0.34128764186032373
375,60,Female,37157.46913407653,28,22,196.69726395920748,Electronics,9,28.0,0.5206338916830554
376,56,Other,54993.625765340126,40,29,235.784481830928,Sports,15,48.0,0.2592697420811576
377,46,Other,70055.98461932808,84,22,197.23181851846135,Home,3,38.0,0.57995446213399
378,59,Other,52789.715665522206,97,12,193.61052369476076,Clothing,70,31.0,0.2713290600610308
379,43,Male,109361.04364459653,76,9,111.60817346185225,Home,17,14.0,0.08567138200073081
380,52,Other,22156.315023526662,15,5,231.52717970547556,Sports,26,97.0,0.23366080804660394
381,42,Male,,41,10,113.82293871359909,Home,21,73.0,0.5710214438343223
382,41,Male,41244.40332260179,39,4,212.9747450928391,Clothing,21,91.0,0.19183250960391254
383,30,Male,45993.02385084093,2,5,200.9844283297913,Sports,11,88.0,0.5208588959202377
384,24,Female,47140.03553038243,63,28,334.15160458124836,Electronics,38,77.0,0.5287504090091338
385,53,Male,33471.586262820136,29,28,168.80521549522865,Clothing,35,90.0,0.21011191459917664
386,62,Male,75054.04297145255,74,10,189.10508921484197,Beauty,14,29.0,0.04995459483037927
387,37,Female,49058.09405225797,66,11,219.4780688646742,Clothing,14,51.0,0.43473474549529095
388,18,Male,63271.46671177309,51,21,203.58850787977792,Sports,10,49.0,0.1869073794083916
389,25,Other,51303.4847617951,75,24,359.5403837937501,Clothing,12,43.0,0.46975416855454344
390,63,Other,46182.391754275806,77,10,158.91461015603045,Electronics,38,92.0,0.26559290895625987
391,33,Male,93445.58472173699,10,28,219.64764008113264,Electronics,34,92.0,0.29116004540557294
392,31,Female,78458.64364418815,14,8,276.56521993315255,Beauty,41,72.0,0.46674564404912205
393,29,Other,22635.992000897102,82,2,320.4946674433605,Home,10,,0.22941799863697673
394,40,Female,20517.251033282264,51,23,219.58067552558373,Sports,17,,0.2658764071937487
395,32,Female,80852.17671272974,73,8,96.5520319596966,Sports,17,5.0,0.2257142812617733
396,45,Other,49602.93216902492,39,16,237.99166227315962,Home,67,42.0,0.22040430916636797
397,51,Female,27018.353321315546,28,27,358.1622780944572,Electronics,62,7.0,0.31556794614087563
398,19,Other,80914.70265080682,3,22,272.57499259443415,Electronics,1,42.0,0.4852796667006904
399,49,Female,63382.4810019818,84,5,268.91342898879464,Clothing,12,36.0,0.21706098715353953
400,40,Other,65031.421696646394,70,27,164.95856067384028,Beauty,4,27.0,0.31455283232264203
401,39,Male,76190.78544011815,27,25,156.74627277690684,Beauty,42,58.0,0.40243639526556046
402,42,Other,33800.45683435213,2,29,251.44333189072793,Beauty,13,,0.16166366778219302
403,39,Other,27369.983572316716,93,3,135.88968621748737,Clothing,4,66.0,0.16651368294143554
404,39,Other,91619.08589806403,38,12,312.5089777890008,Beauty,69,25.0,0.5600478762140728
405,59,Other,31256.664785154153,3,13,182.268300090691,Home,19,73.0,0.43412074399865314
406,23,Female,35555.24405848872,16,13,248.0274175414805,Clothing,2,27.0,0.3463120057339853
407,32,Male,39551.29240908468,94,10,99.13864649966064,Home,12,1.0,0.3886320326523672
408,60,Other,101598.91847381044,40,4,218.49585052451945,Clothing,6,87.0,0.01757966586205102
409,54,Female,69867.66600823044,2,9,155.13115622958375,Beauty,8,74.0,0.3708617793370181
410,50,Male,79308.1594887076,81,22,64.24348661265515,Home,51,42.0,0.30570532393452116
411,25,Male,63923.35091157457,41,24,293.3473671469054,Home,11,52.0,0.32744980786766137
412,61,Male,47962.255775975325,12,23,381.2927631273259,Home,63,25.0,0.21565429609849024
413,61,Male,72625.82566520336,35,27,340.3578871475157,Clothing,57,54.0,0.04888433862776513
414,22,Other,28867.68058406393,65,2,304.53525519230436,Sports,12,67.0,0.1160035401672313
415,56,Other,38094.33095807011,55,19,216.87030656435635,Beauty,2,6.0,0.570446827927603
416,21,Female,74659.50358522961,45,1,314.4712182838261,Home,8,58.0,0.24521973736256036
417,23,Female,32854.8953834644,79,25,347.90825588589826,Sports,11,70.0,0.2800098934985185
418,62,Female,56218.370616762535,90,29,260.94574637370346,Beauty,53,53.0,0.031625873912063396
419,49,Male,57129.75311289176,85,7,155.2511862150382,Beauty,10,66.0,0.022539737726388353
420,47,Male,197707.03973302702,62,17,210.0492561126903,Home,8,58.0,0.4303088682280546
421,64,Other,20977.630503022858,49,3,386.2157190678349,Home,36,82.0,0.32285679847266674
422,52,Male,47421.42217622615,95,20,244.0204665479867,Clothing,14,87.0,0.30522359052976
423,57,Male,43500.63246135029,25,20,-15.980457592887696,Sports,54,2.0,0.1458747182536012
424,33,Male,63228.79726575397,23,21,132.4861229063845,Sports,21,76.0,0.44685043897795335
425,30,Female,62209.810773989375,24,3,216.0441037486015,Home,50,22.0,0.10094194746509512
426,59,Female,67559.22919873748,38,3,332.8660190734054,Beauty,39,37.0,0.11396084619661201
427,47,Other,46480.27454051205,28,17,228.15021180744705,Home,20,20.0,0.27642730280896527
428,36,Male,70455.55900931783,21,7,334.3545323978608,Beauty,7,24.0,0.17176791726716453
429,34,Male,28879.865344526337,54,27,207.90701171620086,Beauty,9,84.0,0.14847778873988782
430,36,Other,23561.905346952917,18,26,92.85659822115095,Home,1,65.0,0.38714258673199897
431,45,Male,13288.54551666744,36,14,210.67510731215324,Electronics,26,65.0,0.3905830471311267
432,43,Male,50014.05520856006,99,17,277.5956001237028,Sports,38,81.0,0.4947102418799575
433,54,Female,44934.035513228846,45,18,270.9560279473051,Beauty,38,1.0,0.2506251401837855
434,43,Other,75786.312237092,73,13,149.59138005946915,Beauty,61,94.0,0.043851054615690145
435,40,Other,47026.7482590226,53,20,221.90430385569877,Electronics,44,3.0,0.1641998309528746
436,26,Other,65467.52695888535,30,29,464.7739390451259,Clothing,44,46.0,0.5880032779180902
437,29,Other,76265.93153166154,60,20,151.33849389624987,Electronics,62,55.0,0.35775514513962126
438,18,Female,46273.61848701769,98,21,302.8578715570999,Electronics,6,75.0,0.42584225088061217
439,18,Female,65961.04420214352,32,27,82.26594411441636,Beauty,17,88.0,0.0044146977752487215
440,64,Male,80038.5509791039,67,18,319.10334596557294,Sports,51,86.0,0.3109234393095125
441,51,Male,35236.74450388866,67,4,178.61396878492425,Electronics,38,,0.022517194519081872
442,49,Male,241988.18705957153,28,1,282.1670606562352,Clothing,24,45.0,0.34153812725486876
443,42,Male,46359.31233601371,44,18,146.6779518585439,Home,51,26.0,0.5524625097816452
444,57,Female,36510.20235013723,79,1,273.2682240141366,Electronics,10,77.0,0.5810514783002447
445,62,Other,29270.96519019542,41,26,177.30797634068495,Electronics,21,65.0,0.32433160523335447
446,18,Female,36187.02855642599,63,26,578.3884360880099,Clothing,70,24.0,0.27492288315132957
447,33,Male,61200.58011504025,23,13,285.3588805116025,Sports,57,74.0,0.5670102565490964
448,56,Female,27783.110888765066,75,20,215.5691618882387,Electronics,39,35.0,0.40416589919801704
449,22,Other,48985.45951822725,48,20,280.4305158573049,Electronics,33,24.0,0.03893956772304567
450,39,Other,76263.88813705795,32,23,234.73269450853192,Sports,59,28.0,0.2794353466004985
451,46,Female,68980.21926837871,57,10,255.399494499782,Clothing,18,80.0,0.14414701107858233
452,20,Female,49389.84754123686,33,27,285.60691770827214,Electronics,56,16.0,0.2818825928692089
453,29,Female,,24,11,221.99852363270873,Sports,57,59.0,0.273279343203817
454,43,Male,97860.72827823322,39,9,170.3160171198581,Electronics,48,81.0,0.3492868816888452
455,33,Female,60522.44863079451,34,9,207.4150187256168,Home,42,54.0,0.21406229420955072
456,54,Female,10629.141682313828,56,5,345.6111343866749,Beauty,27,79.0,0.09856226967355683
457,39,Female,77728.9639403252,28,26,259.293846726124,Home,52,16.0,0.30223166075397373
458,46,Other,14120.47319932829,37,1,182.40812372716212,Electronics,42,15.0,0.49812173060745724
459,31,Other,89522.92221440132,7,17,282.1248486710175,Clothing,32,98.0,0.39840733684056134
460,45,Male,81671.69801484598,68,22,287.46524679513107,Beauty,26,11.0,0.2030207195551295
461,22,Male,95484.25008276041,37,2,291.59992606382485,Home,25,65.0,0.5613138136553143
462,64,Other,65205.311167354535,56,24,171.77302397029715,Sports,23,79.0,0.5473245427495093
463,47,Other,52772.28465636324,65,13,195.4087204571284,Clothing,57,90.0,0.12560903963045925
464,63,Other,,65,9,195.85366268903906,Home,52,68.0,0.023650551072217783
465,22,Female,49074.796579382055,47,29,221.14816703470467,Sports,31,43.0,0.4447852250104573
466,29,Female,79621.37307349406,20,4,293.11353481149877,Electronics,64,69.0,0.49656615680949195
467,33,Other,74245.42979011756,19,5,273.6947843784811,Sports,71,,0.5807187395708131
468,43,Female,62404.51266868426,29,11,280.017356572573,Home,33,13.0,0.5339018364529864
469,43,Female,45556.373841460554,74,24,358.3215313897218,Home,2,10.0,0.3603208609238489
470,38,Male,112584.25262600546,60,19,915.3338237979912,Electronics,18,75.0,0.3180314035274285
471,56,Other,78247.49227925739,18,21,238.655870000313,Sports,47,82.0,0.016704630757551773
472,53,Other,28045.76160453182,92,3,155.28918591580003,Sports,33,98.0,0.14799386810686668
473,50,Female,49674.87968125746,35,12,192.83623932233039,Electronics,35,41.0,0.27576885103975585
474,47,Other,78635.52194817411,43,26,229.06359458574184,Sports,51,50.0,0.3771023400501407
475,54,Male,44009.22157534632,95,19,316.3303861868891,Electronics,18,87.0,0.3343510999910464
476,40,Male,67030.95917651778,91,19,247.81344527151253,Clothing,30,71.0,0.4455815938090143
477,27,Male,79015.92600672296,11,13,197.50432360892455,Home,44,59.0,0.1678601585322245
478,22,Other,-7768.561653127861,49,28,191.36856914182192,Clothing,53,39.0,0.3389715645914839
479,53,Other,57839.24600421499,38,7,244.4337432863019,Beauty,10,3.0,0.05288534603447528
480,51,Other,58624.18307130244,64,15,321.199004977368,Beauty,52,76.0,0.24819931414992416
481,48,Other,51758.55088632421,69,23,377.2815444620094,Beauty,49,7.0,0.45009649977276056
482,27,Other,66033.90269892082,8,7,233.5385121576266,Electronics,11,49.0,0.41604051205742637
483,36,Male,73150.39214991749,34,26,246.42054553899214,Sports,66,26.0,0.5943856423033074
484,49,Female,62841.01888649218,48,8,152.88466350740936,Clothing,58,33.0,0.1667346755926536
485,18,Male,52523.45211901136,56,5,405.1354055279573,Clothing,36,48.0,0.29891357950438746
486,22,Other,72652.4259956854,76,21,137.91977294751328,Clothing,33,79.0,0.19771824826439802
487,62,Male,,65,14,343.73298494244403,Clothing,47,2.0,0.26436186843550485
488,21,Other,55385.99173609044,31,4,220.77312375900235,Beauty,13,71.0,0.5141700779216328
489,33,Other,33754.41229322162,4,23,202.0506804927745,Clothing,40,32.0,0.41052544511309197
490,41,Male,28746.904294678432,50,10,161.19971424912586,Sports,68,4.0,0.529464714808549
491,33,Other,33375.404145718596,69,20,442.80389195257067,Beauty,42,20.0,0.12210666499913186
492,19,Female,65566.5812244043,30,15,267.71932986227154,Clothing,19,36.0,0.5240166707048628
493,45,Other,58418.42504787297,88,18,251.70243496832506,Electronics,19,32.0,0.03585736450703065
494,49,Female,30394.318035850734,59,20,320.9385887643634,Home,58,28.0,0.5331595682622914
495,44,Female,72918.35651587622,67,13,197.93338194960293,Home,23,77.0,0.19744426767643675
496,37,Other,87486.1902635819,75,29,250.14767641848047,Home,54,1.0,0.1887525800484399
497,41,Male,48030.12766567328,45,8,254.50690294496968,Beauty,65,60.0,0.30725314601919834
498,29,Female,25180.36285263252,4,9,209.02834141214933,Clothing,12,56.0,0.564414112633939
499,52,Male,45817.472301961745,26,16,345.9710463348731,Beauty,24,35.0,0.02866881880884322
500,50,Female,77089.21253589388,27,19,232.50764708032767,Sports,34,30.0,0.21133858504244718
501,50,Other,70970.59717069547,46,16,125.74943573049364,Electronics,53,54.0,0.5139431932100014
502,60,Other,41551.34627977042,64,7,225.8802109183301,Electronics,8,36.0,0.23763268646128002
503,54,Female,90423.44275529483,91,14,269.9342937371118,Home,18,55.0,0.1194941385582402
504,29,Other,,51,28,178.52054128899132,Home,57,89.0,0.25487650879884705
505,20,Female,,50,14,184.8324165463649,Home,5,80.0,0.23133150089500157
506,18,Other,45134.199940700666,6,25,206.29927694991676,Clothing,26,,0.549249720880022
507,50,Male,48143.44125241021,59,27,347.69885280535686,Sports,30,83.0,0.4571606254458582
508,57,Other,49853.34449222908,15,4,211.0273581883435,Sports,54,65.0,0.3030693334464038
509,27,Male,79010.76015856888,30,26,364.3293614840825,Sports,13,69.0,0.5930223400329426
510,60,Other,68506.58120953188,42,15,200.80396494813314,Sports,29,51.0,0.279166518765554
511,61,Male,77541.57538701175,37,3,276.0011309005234,Home,3,22.0,0.034942698492165136
512,46,Other,73471.302863734,42,5,214.3005860624199,Electronics,58,88.0,0.15736459308899092
513,30,Male,94290.54136387464,35,1,310.32665362323775,Home,2,53.0,0.2616422881315876
514,29,Female,38812.289123817194,87,3,160.53806763477766,Sports,28,36.0,0.09414157448767206
515,48,Female,67607.17060767832,6,15,309.4287583661785,Home,2,68.0,0.5685390757944258
516,63,Male,16523.574875306054,68,24,259.1095520247747,Sports,7,36.0,0.46010933869066384
517,19,Other,33660.888518062835,18,27,198.80065465780407,Beauty,26,52.0,0.16097232025666358
518,52,Male,58502.93228130306,73,8,236.70228122318795,Electronics,16,53.0,0.3544827201107495
519,40,Other,68364.13225509072,29,29,372.708395282574,Beauty,23,82.0,0.4328694942657432
520,34,Female,231854.74063763444,77,4,261.02756039046267,Clothing,40,50.0,0.5647673573440788
521,43,Other,48656.15162374644,59,2,193.7817587269889,Home,60,80.0,0.5289812095052464
522,25,Female,52211.64245013925,47,29,153.62453737375097,Clothing,32,41.0,0.3091153356829282
523,46,Other,87388.81952848208,17,24,290.4323418744798,Home,15,18.0,0.46479157187581055
524,43,Other,52319.35644239719,96,24,265.66761976085485,Beauty,13,22.0,0.337286852296551
525,27,Other,94984.83244087055,22,10,305.60165560705786,Sports,5,66.0,0.33162233402732405
526,43,Male,75880.34147082266,68,4,133.0220208248126,Sports,52,21.0,0.06884517500291513
527,51,Male,69150.74692296461,69,3,156.21916376867998,Home,41,44.0,0.07568259480969124
528,58,Female,36128.06179358009,37,2,341.75033594015196,Sports,53,47.0,0.31772016901347444
529,24,Female,78704.76322799253,49,25,276.5073317423472,Beauty,50,39.0,0.16131692698740396
530,21,Male,50124.588445030015,13,17,292.67206809900495,Sports,15,29.0,0.01262214147628118
531,62,Female,36111.204839886006,34,23,172.98503743136374,Beauty,7,54.0,0.4337035223401274
532,28,Male,,86,21,171.52102413368652,Clothing,40,90.0,0.019491958014098976
533,46,Other,32241.078788669205,53,24,329.3006926553671,Beauty,28,85.0,0.3571661046624327
534,53,Female,44755.170757408356,87,20,333.0702123812119,Electronics,32,17.0,0.32351627647638864
535,42,Female,59797.68177062177,51,23,162.9344410376757,Electronics,15,80.0,0.5812888143466827
536,38,Male,104368.42848229455,3,13,147.6503603317724,Electronics,70,60.0,0.290527883608585
537,53,Female,46261.68488415025,42,5,241.31256234300446,Home,65,31.0,0.03816086182667842
538,27,Female,50835.66961398849,98,21,186.05212372991951,Home,4,73.0,0.331012780683877
539,54,Other,74646.9010884329,32,9,184.38584967631795,Home,11,95.0,0.5046577023696608
540,26,Female,35234.08623247908,51,25,149.88974028580859,Beauty,26,,0.5981095705688639
541,41,Other,68856.12762041831,85,29,212.52529213757066,Home,61,49.0,0.25820590421344347
542,52,Male,84118.53615233176,46,25,157.62442058937074,Clothing,37,2.0,0.1921792454980455
543,52,Female,53858.102305777975,21,28,162.36792775926108,Electronics,23,48.0,0.5439919781711994
544,53,Other,80523.08562793731,44,22,273.87134772530436,Beauty,40,14.0,0.11474527744567281
545,35,Male,65828.99846423612,11,6,245.5841412570099,Electronics,23,,0.369257349019756
546,56,Female,45386.36072392439,68,5,288.79029452257055,Home,16,97.0,0.24342865450856863
547,49,Male,56043.906282069875,1,25,118.0773251720555,Beauty,61,,0.02464941897333317
548,41,Female,52404.853200395155,92,10,752.3713463591432,Sports,68,58.0,0.20837308458341866
549,40,Male,,63,8,416.051003373267,Clothing,31,58.0,0.15913711350160475
550,49,Male,63054.357984396585,24,7,220.21820125715206,Home,53,51.0,0.4116546923660921
551,54,Other,71763.99869943714,99,7,315.9799205257838,Home,25,84.0,0.5692742986151509
552,29,Male,70173.36499174271,13,6,315.28054790195387,Clothing,44,2.0,0.16082831242718265
553,30,Female,11365.728574757039,98,21,319.21588864010204,Clothing,12,,0.486879563491009
554,40,Female,58053.83622455946,11,29,263.33293496458583,Sports,9,83.0,0.033215890163045714
555,42,Other,29811.56173186475,51,20,295.2868786195371,Home,12,82.0,0.3228726060238879
556,52,Female,54485.45495065348,17,3,305.9210896010404,Home,69,16.0,0.04233003822593675
557,58,Female,57524.2082437816,99,19,300.83568226514865,Electronics,54,4.0,0.5604197946783835
558,47,Female,79522.96716169418,82,22,160.6065461189283,Beauty,54,12.0,0.45981076833443413
559,34,Male,59397.690657998006,86,15,113.40924139648106,Beauty,28,29.0,0.3947699467227554
560,37,Male,65184.3603668652,24,4,377.1399495804463,Electronics,56,7.0,0.49433782897479855
561,42,Female,75861.12761314858,19,28,228.3872006093869,Beauty,69,14.0,0.38851187734209786
562,39,Other,84555.045196386,37,12,297.51413875381155,Clothing,58,12.0,0.5813666383045747
563,30,Male,57539.72153286179,85,6,161.64709779907324,Beauty,42,99.0,0.4283747687188629
564,36,Other,61883.58883360818,8,19,323.9176366867523,Beauty,38,5.0,0.5547951657493481
565,53,Female,60200.466044845074,28,4,209.81798603936912,Electronics,68,81.0,0.3102791352063828
566,29,Female,49148.02071137848,5,15,210.5795831044737,Sports,53,32.0,0.07023864778911759
567,58,Male,44617.6955311522,17,9,183.11144032963196,Beauty,33,74.0,0.31690663285381027
568,36,Female,14562.281671481294,36,5,99.2170912786981,Beauty,71,,0.07612369683785598
569,29,Male,38466.781309513404,19,13,268.34513027477175,Sports,56,81.0,0.355496087505843
570,26,Female,24427.38333580393,64,23,387.0134170270855,Electronics,51,,0.28949583631659775
571,24,Female,85103.96968906504,91,26,244.98683811739494,Sports,43,45.0,0.373545238699669
572,45,Male,63768.32016594857,98,18,101.94946866441184,Electronics,15,9.0,0.006028188632898957
573,31,Male,57481.220541063325,11,5,312.4274249293157,Clothing,38,49.0,0.11690429499321846
574,48,Male,,54,25,120.01616079176087,Electronics,15,33.0,0.29479825914727853
575,36,Female,60595.585264692476,45,16,153.27724824086516,Clothing,5,18.0,0.5703021369534809
576,64,Female,43040.40244689332,47,27,230.93294621491432,Clothing,54,9.0,0.23016542421309505
577,33,Other,63480.37113241208,12,19,259.82747508321586,Electronics,51,62.0,0.25462321563218077
578,22,Male,,21,14,169.30687990665376,Home,10,57.0,0.4288176534039733
579,52,Female,42772.325952865125,11,25,227.81471547472157,Electronics,12,29.0,0.3622756543716708
580,29,Female,42390.76070355188,92,16,307.2129920608548,Beauty,4,78.0,0.17935569005899993
581,42,Male,79243.98709190235,5,27,318.1743107846415,Beauty,18,25.0,0.24648983734045665
582,38,Other,58942.800914174,81,15,350.11651374514116,Home,36,,0.13061987931433947
583,53,Male,44379.59141470218,56,22,402.7534921834795,Clothing,25,6.0,0.5796128754781251
584,40,Other,52589.87396620962,20,4,314.79114573288933,Home,36,42.0,0.07838062893441584
585,33,Female,39788.11826586786,41,7,232.66107884766078,Beauty,67,29.0,0.22310207073985167
586,56,Other,58656.32838676166,46,16,318.7451032898378,Home,9,79.0,0.015503383332006715
587,62,Female,76632.56615328937,12,24,287.3372987204146,Electronics,61,93.0,0.13306769516012784
588,59,Male,59446.586648114775,70,22,290.5093582021004,Home,53,4.0,0.46828268302809295
589,56,Male,107272.66887350769,17,21,264.17750280573483,Clothing,18,,0.12070513937332766
590,31,Male,68427.19136098002,19,22,177.03567182768748,Electronics,43,57.0,0.04803804151737936
591,48,Other,64599.08895684425,26,21,167.75228737424558,Sports,35,49.0,0.284671907906714
592,22,Female,41833.95738068388,48,8,242.23054391398858,Beauty,63,44.0,0.005981540840711097
593,52,Male,55229.33106314667,52,17,261.91280606770977,Beauty,4,80.0,0.050859692655799905
594,40,Male,44419.72313932615,96,16,195.64472616546297,Home,41,75.0,0.48457552173778506
595,46,Female,16687.095431917525,70,27,283.867355888686,Electronics,45,14.0,0.4628840069157638
596,60,Male,79485.24444257615,55,23,416.4612723231351,Sports,50,3.0,0.5490832922429376
597,28,Female,49770.98888899538,75,10,331.36062737321816,Electronics,28,,0.5127092615464497
598,35,Female,44791.99851333388,33,10,296.57955820510085,Beauty,42,64.0,0.40990533794389084
599,64,Female,64211.400679169295,62,27,244.72203032873517,Electronics,69,45.0,0.0313997143803977
600,29,Female,70249.99104443034,88,2,286.0524444267724,Sports,1,82.0,0.4697091707919945
601,26,Female,53584.50334187443,23,9,215.54282396317672,Home,39,,0.5073064865043363
602,27,Other,59947.96664781963,15,17,238.31520919622665,Clothing,17,20.0,0.47944928746317267
603,61,Male,74923.74814628807,27,11,260.36003608064794,Electronics,35,58.0,0.30508742118481563
604,34,Other,52796.12810780104,75,10,225.86928931717915,Clothing,46,89.0,0.139741103189689
605,55,Male,66046.67483526668,64,22,128.3566946104081,Beauty,42,57.0,0.507197985413236
606,24,Other,26815.107632216997,81,25,231.28679754844376,Home,39,77.0,0.43629768584408307
